Issue,K,MRR,NDCG_at_K,P_at_K
75,1,0.5,0.0,0.0
889,7,1.0,0.38121301394452073,0.2857142857142857
1254,1,1.0,1.0,1.0
1260,1,1.0,1.0,1.0
1681,1,0.25,0.0,0.0
2489,1,1.0,1.0,1.0
2558,1,1.0,1.0,1.0
2864,1,1.0,1.0,1.0
3353,2,1.0,0.6131471927654584,0.5
3514,1,1.0,1.0,1.0
3555,4,0.3333333333333333,0.36331756126716835,0.5
3570,3,1.0,1.0,1.0
3625,1,1.0,1.0,1.0
3678,1,1.0,1.0,1.0
3682,1,1.0,1.0,1.0
3875,3,0.5,0.2960819109658652,0.3333333333333333
4147,1,1.0,1.0,1.0
4160,1,1.0,1.0,1.0
4340,1,1.0,1.0,1.0
4585,4,1.0,1.0,1.0
4830,2,1.0,0.6131471927654584,0.5
4892,1,1.0,1.0,1.0
4982,1,1.0,1.0,1.0
4984,2,0.5,0.38685280723454163,0.5
4992,3,0.023255813953488372,0.0,0.0
5170,1,1.0,1.0,1.0
5237,1,1.0,1.0,1.0
5446,1,1.0,1.0,1.0
5468,1,1.0,1.0,1.0
5477,1,1.0,1.0,1.0
5479,1,1.0,1.0,1.0
5563,1,1.0,1.0,1.0
5684,5,1.0,0.48522855511632257,0.4
5742,1,0.5,0.0,0.0
5837,1,1.0,1.0,1.0
5939,2,0.16666666666666666,0.0,0.0
5971,1,1.0,1.0,1.0
6113,1,1.0,1.0,1.0
6350,2,1.0,1.0,1.0
6555,1,1.0,1.0,1.0
6621,1,1.0,1.0,1.0
6749,1,1.0,1.0,1.0
6820,2,1.0,1.0,1.0
6837,1,1.0,1.0,1.0
6865,2,1.0,0.6131471927654584,0.5
6963,3,1.0,0.7039180890341347,0.6666666666666666
7529,1,1.0,1.0,1.0
7587,6,1.0,0.7316362001126298,0.6666666666666666
7715,1,0.5,0.0,0.0
8025,1,1.0,1.0,1.0
8377,1,1.0,1.0,1.0
8527,2,0.5,0.38685280723454163,0.5
8793,1,0.009433962264150943,0.0,0.0
8845,1,0.5,0.0,0.0
8980,1,1.0,1.0,1.0
9121,2,1.0,1.0,1.0
9172,3,1.0,1.0,1.0
9207,3,1.0,0.7653606369886217,0.6666666666666666
9600,2,1.0,0.6131471927654584,0.5
9771,2,1.0,1.0,1.0
10045,3,0.5,0.5307212739772434,0.6666666666666666
10054,1,1.0,1.0,1.0
10111,1,1.0,1.0,1.0
10340,1,1.0,1.0,1.0
10466,2,1.0,0.6131471927654584,0.5
10487,2,1.0,0.6131471927654584,0.5
10631,1,1.0,1.0,1.0
10804,2,1.0,0.6131471927654584,0.5
10870,6,1.0,0.6105858728157117,0.5
10880,1,1.0,1.0,1.0
10958,5,0.25,0.27727342735504823,0.4
11096,4,1.0,0.8318724637288826,0.75
11159,1,0.5,0.0,0.0
11294,4,1.0,1.0,1.0
11422,5,1.0,0.3391602052736161,0.2
11426,2,1.0,1.0,1.0
11833,3,1.0,1.0,1.0
12344,4,0.009009009009009009,0.0,0.0
12620,1,1.0,1.0,1.0
12650,6,1.0,0.4103915680233244,0.3333333333333333
12773,1,1.0,1.0,1.0
13135,5,1.0,0.8687949224876582,0.8
13142,6,0.125,0.0,0.0
13436,1,1.0,1.0,1.0
13684,2,1.0,0.6131471927654584,0.5
13689,2,0.5,0.38685280723454163,0.5
14070,1,1.0,1.0,1.0
14126,1,0.5,0.0,0.0
14716,7,1.0,0.8936633189697701,0.8571428571428571
14772,2,1.0,0.6131471927654584,0.5
14778,3,1.0,0.46927872602275644,0.3333333333333333
14814,1,1.0,1.0,1.0
14895,2,1.0,1.0,1.0
15233,3,1.0,0.7653606369886217,0.6666666666666666
15238,1,1.0,1.0,1.0
15752,1,1.0,1.0,1.0
